"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"3B","Nolan Arenado",5400,"SF@Col 00:00PM ET",NA,"Col","SF",10.11,9.8,7,8.9,"3","3",7
"OF","Charlie Blackmon",5400,"SF@Col 00:00PM ET",NA,"Col","SF",10.53,10.3,21,9.4,"1","1",21
"3B","Eduardo Nunez",5300,"SF@Col 00:00PM ET",NA,"SF","Col",9.04,10.6,0,10.5,"6","1",0
"1B","Brandon Belt",5300,"SF@Col 00:00PM ET",NA,"SF","Col",6.68,10.3,2,9.9,"x","2",2
"OF","Bryce Harper",5300,"Was@NYM 00:00PM ET",NA,"Was","NYM",9.23,10.7,8.98,10,"3","3",10
"OF","Carlos Gonzalez",5300,"SF@Col 00:00PM ET",NA,"Col","SF",8.73,10.4,11,8.3,"4","4",11
"OF","Mike Trout",5200,"Tor@LAA 00:00PM ET",NA,"LAA","Tor",9.59,9.2,11,9.7,"3","2",11
"1B","Paul Goldschmidt",5200,"LAD@Ari 00:00PM ET",NA,"Ari","LAD",9.14,9.1,18,9.4,"3","3",18
"OF","David Dahl",4700,"SF@Col 00:00PM ET",NA,"Col","SF",NA,0,NA,0,"x","x",NA
"SS","Trevor Story",4700,"SF@Col 00:00PM ET",NA,"Col","SF",7.73,7.8,9,8.2,"7","7",9
"OF","Hunter Pence",4700,"SF@Col 00:00PM ET",NA,"SF","Col",9.67,11.8,6,10.2,"3","3",6
"C","Buster Posey",4600,"SF@Col 00:00PM ET",NA,"SF","Col",10.09,12.2,3,9.9,"4","4",3
"1B","Wil Myers",4600,"Mia@SD 00:00PM ET",NA,"SD","Mia",8.3,7.9,3,8.3,"2","3",3
"2B","Joe Panik",4600,"SF@Col 00:00PM ET",NA,"SF","Col",5.87,7.7,5,8,"8","7",5
"OF","Giancarlo Stanton",4600,"Mia@SD 00:00PM ET",NA,"Mia","SD",8.03,9.8,13,8.7,"4","4",13
"3B","Josh Donaldson",4600,"Tor@LAA 00:00PM ET",NA,"Tor","LAA",NA,0,NA,0,"x","x",NA
"SS","Corey Seager",4600,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",9.87,10.9,16,10.4,"2","2",16
"2B","DJ LeMahieu",4600,"SF@Col 00:00PM ET",NA,"Col","SF",7.9,8.1,0,8,"2","2",0
"SS","Brandon Crawford",4500,"SF@Col 00:00PM ET",NA,"SF","Col",6.62,8.9,0,9,"5","5",0
"OF","Shin-Soo Choo",4500,"KC@Tex 00:00PM ET",NA,"Tex","KC",6.47,8.3,8,8.5,"2","2",8
"2B","Rougned Odor",4500,"KC@Tex 00:00PM ET",NA,"Tex","KC",7.91,8.3,0,9.3,"5","5",0
"OF","Ian Desmond",4500,"SF@Col 00:00PM ET",NA,"Col","SF",NA,0,NA,0,"x","x",NA
"OF/SS","Trea Turner",4400,"Was@NYM 00:00PM ET",NA,"Was","NYM",7.91,8.2,8.64,9.8,"2","2",5
"1B","Mark Reynolds",4400,"SF@Col 00:00PM ET",NA,"Col","SF",7.16,8.2,0,6.7,"5","5",0
"OF","Denard Span",4400,"SF@Col 00:00PM ET",NA,"SF","Col",NA,0,1.95,0,"x","x",NA
"OF","Jarrett Parker",4400,"SF@Col 00:00PM ET",NA,"SF","Col",NA,0,NA,0,"x","x",NA
"OF","Nomar Mazara",4300,"KC@Tex 00:00PM ET",NA,"Tex","KC",7.61,8.3,6,8.4,"3","3",6
"OF","Christian Yelich",4300,"Mia@SD 00:00PM ET",NA,"Mia","SD",8.02,9.9,14,8.8,"3","3",14
"OF","Nelson Cruz",4300,"Sea@Oak 00:00PM ET",NA,"Sea","Oak",8.75,7.7,33,7.1,"4","4",33
"C","Nick Hundley",4300,"SF@Col 00:00PM ET",NA,"SF","Col",6.48,8.9,5,8.8,"x","6",5
"3B","Adrian Beltre",4300,"KC@Tex 00:00PM ET",NA,"Tex","KC",NA,0,NA,0,"x","x",NA
"2B","Daniel Murphy",4300,"Was@NYM 00:00PM ET",NA,"Was","NYM",9.01,8.3,7.57,8.8,"4","5",20
"SS","Jean Segura",4200,"Sea@Oak 00:00PM ET",NA,"Sea","Oak",NA,0,NA,0,"x","x",NA
"2B","Robinson Cano",4200,"Sea@Oak 00:00PM ET",NA,"Sea","Oak",9.12,8,14,7.8,"3","3",14
"1B","Adrian Gonzalez",4200,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",7.2,9.7,16,8.7,"4","4",16
"C","Jonathan Lucroy",4200,"KC@Tex 00:00PM ET",NA,"Tex","KC",NA,0,1.94,2.5,"x","x",NA
"OF","AJ Pollock",4200,"LAD@Ari 00:00PM ET",NA,"Ari","LAD",NA,0,2.01,2.8,"x","x",NA
"OF","Jose Bautista",4200,"Tor@LAA 00:00PM ET",NA,"Tor","LAA",8.04,7.9,5,9.3,"3","3",5
"OF","Lorenzo Cain",4200,"KC@Tex 00:00PM ET",NA,"KC","Tex",NA,0,1.7,7.7,"x","x",NA
"OF","Carlos Gomez",4100,"KC@Tex 00:00PM ET",NA,"Tex","KC",7.25,7.8,5,8.5,"1","1",5
"OF","Gerardo Parra",4100,"SF@Col 00:00PM ET",NA,"Col","SF",8.23,8.5,23,7.3,"6","6",23
"2B","Dee Gordon",4100,"Mia@SD 00:00PM ET",NA,"Mia","SD",7.48,8.8,10,9,"1","1",10
"1B","Mike Napoli",4100,"KC@Tex 00:00PM ET",NA,"Tex","KC",NA,0,1.91,2.5,"x","x",NA
"OF","Mac Williamson",4100,"SF@Col 00:00PM ET",NA,"SF","Col",NA,0,NA,0,"x","x",NA
"1B","Eric Hosmer",4100,"KC@Tex 00:00PM ET",NA,"KC","Tex",6.47,7.5,6,7.6,"4","4",6
"3B","Jake Lamb",4100,"LAD@Ari 00:00PM ET",NA,"Ari","LAD",7.63,8.4,11,8.3,"4","4",11
"OF","Yasiel Puig",4100,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",7.05,8.9,0,8.5,"5","7",0
"SS","Elvis Andrus",4000,"KC@Tex 00:00PM ET",NA,"Tex","KC",6.03,6.9,5,7,"7","4",5
"OF","Yoenis Cespedes",4000,"Was@NYM 00:00PM ET",NA,"NYM","Was",NA,0,1.73,0,"x","x",NA
"2B/3B","Logan Forsythe",4000,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",NA,0,NA,0,"x","x",NA
"2B/SS","Kelby Tomlinson",4000,"SF@Col 00:00PM ET",NA,"SF","Col",NA,0,NA,0,"x","x",NA
"OF","Yasmany Tomas",4000,"LAD@Ari 00:00PM ET",NA,"Ari","LAD",NA,0,0,2.4,"x","x",NA
"OF","Joc Pederson",4000,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",7.22,10.6,9,10.4,"1","1",9
"OF","Alex Gordon",3900,"KC@Tex 00:00PM ET",NA,"KC","Tex",5.52,6,0,6.8,"1","6",0
"OF","Khris Davis",3900,"Sea@Oak 00:00PM ET",NA,"Oak","Sea",NA,0,1.96,2.6,"x","x",NA
"1B","Albert Pujols",3900,"Tor@LAA 00:00PM ET",NA,"LAA","Tor",6.75,7.3,15,7.3,"4","3",15
"OF","Adam Eaton",3900,"Was@NYM 00:00PM ET",NA,"Was","NYM",7.11,8.2,7.92,8.5,"1","1",6
"3B","Kyle Seager",3900,"Sea@Oak 00:00PM ET",NA,"Sea","Oak",NA,0,NA,0,"x","x",NA
"3B","Justin Turner",3900,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",7,9.3,5,9.7,"3","3",5
"OF","David Peralta",3800,"LAD@Ari 00:00PM ET",NA,"Ari","LAD",7.49,9,8,8.3,"2","2",8
"OF","Jorge Soler",3800,"KC@Tex 00:00PM ET",NA,"KC","Tex",NA,0,NA,1.7,"x","x",NA
"3B","Joey Gallo",3800,"KC@Tex 00:00PM ET",NA,"Tex","KC",6.26,7.1,18,9,"8","7",18
"1B/OF","Brandon Moss",3800,"KC@Tex 00:00PM ET",NA,"KC","Tex",5.4,6.6,0,6.3,"6","8",0
"OF","Rajai Davis",3700,"Sea@Oak 00:00PM ET",NA,"Oak","Sea",NA,0,2.14,0,"x","x",NA
"C","Yasmani Grandal",3700,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",5.77,9.2,16,8.5,"6","5",16
"OF","Stephen Cardullo",3700,"SF@Col 00:00PM ET",NA,"Col","SF",NA,0,1.9,2,"x","x",NA
"3B","Ryan Schimpf",3700,"Mia@SD 00:00PM ET",NA,"SD","Mia",NA,0,1.9,5.8,"x","x",NA
"OF","Kole Calhoun",3700,"Tor@LAA 00:00PM ET",NA,"LAA","Tor",6.62,6.8,4,7.5,"2","1",4
"2B","Chase Utley",3700,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",5.33,7.3,0,7.4,"8","8",0
"OF","Raimel Tapia",3700,"SF@Col 00:00PM ET",NA,"Col","SF",NA,0,NA,0,"x","x",NA
"SS","Troy Tulowitzki",3700,"Tor@LAA 00:00PM ET",NA,"Tor","LAA",NA,0,NA,0,"x","x",NA
"OF","Peter O'Brien",3700,"KC@Tex 00:00PM ET",NA,"KC","Tex",NA,0,NA,0,"x","x",NA
"OF","Franklin Gutierrez",3700,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",NA,0,NA,0,"x","x",NA
"OF","Gorkys Hernandez",3700,"SF@Col 00:00PM ET",NA,"SF","Col",5.74,8.5,5,7.5,"1","8",5
"3B","Anthony Rendon",3700,"Was@NYM 00:00PM ET",NA,"Was","NYM",6.25,6.1,6.2,7.8,"6","6",0
"2B/OF","Whit Merrifield",3700,"KC@Tex 00:00PM ET",NA,"KC","Tex",5.06,6.3,0,4.5,"9","1",0
"1B/3B","Conor Gillaspie",3600,"SF@Col 00:00PM ET",NA,"SF","Col",NA,0,0,2.1,"x","x",NA
"OF/SS","Chris Owings",3600,"LAD@Ari 00:00PM ET",NA,"Ari","LAD",NA,0,0,2.1,"x","x",NA
"OF","Delino DeShields",3600,"KC@Tex 00:00PM ET",NA,"Tex","KC",NA,0,1.75,2.4,"x","x",NA
"C","Salvador Perez",3600,"KC@Tex 00:00PM ET",NA,"KC","Tex",NA,0,1.46,5.9,"x","x",NA
"2B","Devon Travis",3600,"Tor@LAA 00:00PM ET",NA,"Tor","LAA",5.2,6.1,23,8.3,"8","8",23
"OF","Curtis Granderson",3600,"Was@NYM 00:00PM ET",NA,"NYM","Was",5.27,6.3,5.94,6.6,"5","5",0
"3B","Jose Reyes",3600,"Was@NYM 00:00PM ET",NA,"NYM","Was",5.32,5.4,5.07,6.1,"6","6",3
"OF","Marcell Ozuna",3600,"Mia@SD 00:00PM ET",NA,"Mia","SD",7.6,8.3,11,7.5,"6","5",11
"2B","Brandon Drury",3600,"LAD@Ari 00:00PM ET",NA,"Ari","LAD",5.64,6.5,0,7.6,"6","5",0
"OF","Cameron Maybin",3600,"Tor@LAA 00:00PM ET",NA,"LAA","Tor",NA,0,1.66,2.3,"x","x",NA
"C","Dustin Garneau",3600,"SF@Col 00:00PM ET",NA,"Col","SF",NA,0,1.82,2.2,"x","x",NA
"2B","Yangervis Solarte",3600,"Mia@SD 00:00PM ET",NA,"SD","Mia",6.75,6.3,9,6.7,"3","4",9
"2B/OF","Aaron Hill",3600,"SF@Col 00:00PM ET",NA,"SF","Col",NA,0,1.68,2.5,"x","x",NA
"3B","Cheslor Cuthbert",3500,"KC@Tex 00:00PM ET",NA,"KC","Tex",3.86,6,0,1.8,"x","5",0
"C","JT Realmuto",3500,"Mia@SD 00:00PM ET",NA,"Mia","SD",6.38,7.5,7,7.7,"7","6",7
"1B","CJ Cron",3500,"Tor@LAA 00:00PM ET",NA,"LAA","Tor",5.91,7,2,7.7,"5","4",2
"C","Tom Murphy",3500,"SF@Col 00:00PM ET",NA,"Col","SF",NA,0,NA,0,"x","x",NA
"OF","Mitch Haniger",3500,"Sea@Oak 00:00PM ET",NA,"Sea","Oak",7.56,7.8,19,6.9,"2","2",19
"3B","Trevor Plouffe",3500,"Sea@Oak 00:00PM ET",NA,"Oak","Sea",5.61,6.2,3,7.1,"8","6",3
"2B/SS","Chris Taylor",3500,"LAD@Ari 00:00PM ET",NA,"LAD","Ari",NA,0,1.63,2,"x","x",NA
