"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Actual"
"DST","Broncos  (7642929)","Broncos ",7642929,3700,"SD@Den 04:05PM ET","DEN","Broncos",NA,"SD",12.84,9.7,24
"DST","Jets  (7642924)","Jets ",7642924,3400,"NYJ@Cle 01:00PM ET","NYJ","Jets",NA,"Cle",7.62,7.2,4
"DST","Patriots  (7642928)","Patriots ",7642928,3300,"NE@Buf 01:00PM ET","NE","Patriots",NA,"Buf",7.3,9.3,4
"DST","Eagles  (7642934)","Eagles ",7642934,3200,"Phi@Dal 08:30PM ET","PHI","Eagles",NA,"Dal",8.74,6,5
"DST","Texans  (7642921)","Texans ",7642921,3100,"Det@Hou 01:00PM ET","HOU","Texans",NA,"Det",8.61,6.5,5
"DST","Seahawks  (7642920)","Seahawks ",7642920,3000,"Sea@NO 01:00PM ET","SEA","Seahawks",NA,"NO",6.74,9.2,10
"DST","Cowboys  (7642933)","Cowboys ",7642933,3000,"Phi@Dal 08:30PM ET","DAL","Cowboys",NA,"Phi",7.83,5.2,7
"DST","Panthers  (7642932)","Panthers ",7642932,2900,"Ari@Car 01:00PM ET","CAR","Panthers",NA,"Ari",6.69,9.3,19
"DST","Chiefs  (7642916)","Chiefs ",7642916,2800,"KC@Ind 01:00PM ET","KC","Chiefs",NA,"Ind",9.18,8,11
"DST","Bills  (7642927)","Bills ",7642927,2800,"NE@Buf 01:00PM ET","BUF","Bills",NA,"NE",6.65,5.3,1
"DST","Cardinals  (7642931)","Cardinals ",7642931,2700,"Ari@Car 01:00PM ET","ARI","Cardinals",NA,"Car",7.54,9.2,3
"DST","Raiders  (7642917)","Raiders ",7642917,2600,"Oak@TB 01:00PM ET","OAK","Raiders",NA,"TB",6.16,7.8,2
"DST","Lions  (7642922)","Lions ",7642922,2500,"Det@Hou 01:00PM ET","DET","Lions",NA,"Hou",7.95,7.2,6
"DST","Browns  (7642923)","Browns ",7642923,2500,"NYJ@Cle 01:00PM ET","CLE","Browns",NA,"NYJ",6.49,7.4,1
"DST","Packers  (7642926)","Packers ",7642926,2500,"GB@Atl 04:25PM ET","GB","Packers",NA,"Atl",6.29,5.8,1
"DST","Falcons  (7642925)","Falcons ",7642925,2400,"GB@Atl 04:25PM ET","ATL","Falcons",NA,"GB",6.44,7.1,2
"DST","Chargers  (7642930)","Chargers ",7642930,2400,"SD@Den 04:05PM ET","SD","Chargers",NA,"Den",5.78,6.3,13
"DST","Buccaneers  (7642918)","Buccaneers ",7642918,2300,"Oak@TB 01:00PM ET","TB","Buccaneers",NA,"Oak",6.65,8,3
"DST","Colts  (7642915)","Colts ",7642915,2200,"KC@Ind 01:00PM ET","IND","Colts",NA,"KC",5.3,5.2,4
"DST","Saints  (7642919)","Saints ",7642919,2000,"Sea@NO 01:00PM ET","NO","Saints",NA,"Sea",3.12,6.8,4
