"Anthony Rizzo_CHC","Charlie Blackmon_COL","Kris Bryant_CHC","Nolan Arenado_COL","Mike Trout_LAA","Jose Altuve_HOU","Ian Desmond_COL","Ben Zobrist_CHC","Carlos Correa_HOU","Kyle Schwarber_CHC","Freddie Freeman_ATL","Javier Baez_CHC","Trevor Story_COL","David Dahl_COL","George Springer_HOU","Carlos Gonzalez_COL","Jason Heyward_CHC","DJ LeMahieu_COL","Addison Russell_CHC","Mark Reynolds_COL","Albert Almora_CHC","Jon Jay_CHC","Willson Contreras_CHC","Matt Kemp_ATL","Miguel Montero_CHC","Khris Davis_OAK","Alex Bregman_HOU","Evan Gattis_HOU","Gerardo Parra_COL","Ian Happ_CHC","Albert Pujols_LAA","Rajai Davis_OAK","Carlos Beltran_HOU","Tommy La Stella_CHC","Ryon Healy_OAK","Josh Reddick_HOU","Stephen Cardullo_COL","Raimel Tapia_COL","Yonder Alonso_OAK","Kole Calhoun_LAA","Brandon Phillips_ATL","Norichika Aoki_HOU","Marwin Gonzalez_HOU","Ender Inciarte_ATL","Dustin Garneau_COL","Pat Valaika_COL","Cameron Maybin_LAA","Marcus Semien_OAK","CJ Cron_LAA","Brian McCann_HOU","Nick Markakis_ATL","Adonis Garcia_ATL","Tom Murphy_COL","Trevor Plouffe_OAK","Luis Valbuena_LAA","Dansby Swanson_ATL","Yuli Gurriel_HOU","Stephen Vogt_OAK","Jefry Marte_LAA","Jace Peterson_ATL","Yunel Escobar_LAA","Matt Joyce_OAK","Ben Revere_LAA","Josh Phegley_OAK","Mark Canha_OAK","Tyler Flowers_ATL","Danny Santana_ATL","Tony Wolters_COL","Eloy Jimenez_CHC","Jed Lowrie_OAK","Andrelton Simmons_LAA","Derek Fisher_HOU","Danny Espinosa_LAA","Micah Johnson_ATL","Ryan Hanigan_COL","Cristhian Adames_COL","Jake Smolinski_OAK","Ryan LaMarre_OAK","Jake Marisnick_HOU","Rio Ruiz_ATL","Alexi Amarista_COL","Bruce Maxwell_OAK","Kurt Suzuki_ATL","Adam Rosales_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Chad Pinder_OAK","Anthony Recker_ATL","Tony Kemp_HOU","Jaff Decker_OAK","Carlos Perez_LAA","Emilio Bonifacio_ATL","Cliff Pennington_LAA","Matt Olson_OAK","Lane Adams_ATL","Johan Camargo_ATL"
60.0295566502463,0,-1.03448275862069,0,0,0,0,8.09523809523809,0,-0.510769230769231,0,-1.18571428571429,0,0,0,0,27.0398550724638,0,4.41452991452991,0,0,0,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58.9556650246305,0,6.31084656084656,0,0,0,0,0,0,0,0,6.43076923076923,0,0,17.3415384615385,0,2.77350427350427,0,13.1861538461538,0,0,0,0,0,0,0,0,17.8315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.03448275862069,0,66.564039408867,0,0,0,0,16.4025974025974,0,14.9738461538462,0,8.08571428571429,0,0,0,0,4.93297101449275,0,28.3066239316239,0,0,0,-5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.31084656084656,0,56.4753694581281,0,0,0,0,0,0,0,0,6.94153846153846,0,0,-3.54333333333333,0,-4.24501424501424,0,2.70769230769231,0,0,0,0,0,0,0,0,2.29285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,28.951566951567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3384615384615,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,-5.22222222222222,0,0,0,0,0,0,0,0,0,0,0,-1.71428571428571,0,6.47692307692308,0,0,0,0,0,0,0,0,0,-5.71384615384615,0,6.80434782608696,0,0,0,0,0,0,0,0,0,0,0,-9.81168831168831,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,69.4232804232804,0,0,-15.9333333333333,0,0,0,0,0,-11.9183333333333,0,0,0,0,0,0,0,0,0,0,0,9.24166666666667,7.13333333333333,0,0,0,0,-2.82608695652174,0,0,-8.20750988142293,0,0,0,0,0,34.3627450980392,-7.68333333333333,0,0,0,0,0,0,-7.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.09523809523809,0,16.4025974025974,0,0,0,0,35.7835497835498,0,2.87857142857143,0,-12.9945054945055,0,0,0,0,19.1549707602339,0,18.0763157894737,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-15.9333333333333,0,0,39.4102564102564,0,0,0,0,0,6.42424242424242,0,0,0,0,0,0,0,0,0,0,0,6.32608695652174,4.4,0,0,0,0,3.27272727272727,0,0,18.9004329004329,0,0,0,0,0,-8.95955882352941,17.8571428571429,0,0,0,0,0,0,5.57309941520468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.510769230769231,0,14.9738461538462,0,0,0,0,2.87857142857143,0,34.8015384615385,0,23.3921568627451,0,0,0,0,9.26449275362319,0,11.3242753623188,0,0,0,1.0906432748538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
