"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Jeff Samardzija","Rafael Montero","Gary Sanchez","Logan Morrison","Brian Dozier","Evan Longoria","Tim Beckham","Corey Dickerson","Steven Souza","Christian Yelich"
"2","Dan Straily","Rafael Montero","Gary Sanchez","Anthony Rizzo","Brian Dozier","Manny Machado","Didi Gregorius","Aaron Judge","Brett Gardner","Jacoby Ellsbury"
"3","Jeff Samardzija","Rafael Montero","Willson Contreras","Anthony Rizzo","Ben Zobrist","Kris Bryant","Jorge Polanco","Aaron Judge","Christian Yelich","Jon Jay"
"4","Jeff Samardzija","Rafael Montero","Gary Sanchez","Anthony Rizzo","Jonathan Schoop","Manny Machado","Carlos Correa","Adam Jones","Seth Smith","Mark Trumbo"
"5","Jeff Samardzija","Rafael Montero","JT Realmuto","Justin Bour","Brian Dozier","Kris Bryant","Carlos Correa","Giancarlo Stanton","Marcell Ozuna","Christian Yelich"
"6","Jeff Samardzija","Rafael Montero","Gary Sanchez","Anthony Rizzo","Jonathan Schoop","Evan Longoria","Tyler Wade","Aaron Judge","Brett Gardner","Clint Frazier"
"7","Jeff Samardzija","Rafael Montero","Jonathan Lucroy","Mike Napoli","Brian Dozier","Adrian Beltre","Elvis Andrus","Aaron Judge","Carlos Gomez","Christian Yelich"
"8","Jake Arrieta","Rafael Montero","Brian McCann","Anthony Rizzo","Jose Altuve","Manny Machado","Carlos Correa","George Springer","Josh Reddick","Christian Yelich"
"9","Dan Straily","Rafael Montero","Gary Sanchez","Anthony Rizzo","Brian Dozier","Adrian Beltre","Elvis Andrus","Carlos Gomez","Shin-Soo Choo","Delino DeShields"
"10","Jeff Samardzija","Rafael Montero","Gary Sanchez","Justin Bour","Jonathan Schoop","Chase Headley","Didi Gregorius","Aaron Judge","Jacoby Ellsbury","Christian Yelich"
"11","Dan Straily","Rafael Montero","Willson Contreras","Logan Morrison","Jonathan Schoop","Evan Longoria","Carlos Correa","Corey Dickerson","Steven Souza","Mallex Smith"
"12","Jake Arrieta","Rafael Montero","Gary Sanchez","Justin Bour","Joe Panik","Kris Bryant","Didi Gregorius","Aaron Judge","Brett Gardner","Clint Frazier"
"13","Dan Straily","Rafael Montero","Brian McCann","Justin Bour","Jose Altuve","Evan Longoria","Carlos Correa","Aaron Judge","Josh Reddick","Carlos Beltran"
"14","Dan Straily","Rafael Montero","Gary Sanchez","Lucas Duda","Brian Dozier","Kris Bryant","Asdrubal Cabrera","Jay Bruce","Yoenis Cespedes","Brandon Nimmo"
"15","Jeff Samardzija","Rafael Montero","Jesus Sucre","Anthony Rizzo","Brian Dozier","Evan Longoria","Carlos Correa","Corey Dickerson","Mallex Smith","Peter Bourjos"
"16","Dan Straily","Rafael Montero","Gary Sanchez","Justin Bour","Jonathan Schoop","Martin Prado","Elvis Andrus","Giancarlo Stanton","Marcell Ozuna","Christian Yelich"
"17","Jake Arrieta","Rafael Montero","Gary Sanchez","Logan Morrison","Jose Altuve","Evan Longoria","Elvis Andrus","Corey Dickerson","Mallex Smith","Peter Bourjos"
"18","Dan Straily","Rafael Montero","Willson Contreras","Trey Mancini","Jonathan Schoop","Manny Machado","Elvis Andrus","Aaron Judge","Adam Jones","Mark Trumbo"
"19","Dan Straily","Jake Arrieta","Willson Contreras","Anthony Rizzo","Ben Zobrist","Kris Bryant","Freddy Galvis","Mookie Betts","Corey Dickerson","Jon Jay"
"20","Dan Straily","Rafael Montero","JT Realmuto","Logan Morrison","Taylor Featherston","Evan Longoria","Tim Beckham","Aaron Judge","Josh Reddick","Steven Souza"
