"Nolan Arenado_Col","Hunter Pence_SF","Buster Posey_SF","Charlie Blackmon_Col","Ryan Braun_Mil","Brandon Belt_SF","Eduardo Nunez_SF","Carlos Gonzalez_Col","Miguel Cabrera_Det","Trevor Story_Col","Denard Span_SF","Dexter Fowler_StL","Joe Panik_SF","Ian Desmond_Col","Matt Carpenter_StL","Brandon Crawford_SF","JD Martinez_Det","Jonathan Villar_Mil","Aledmys Diaz_StL","Stephen Piscotty_StL","Rougned Odor_Tex","David Dahl_Col","Ian Kinsler_Det","Adrian Beltre_Tex","Shin-Soo Choo_Tex","DJ LeMahieu_Col","Brian Dozier_Min","Mark Reynolds_Col","Jarrett Parker_SF","Justin Upton_Det","Edwin Encarnacion_Cle","Michael Brantley_Cle","Lorenzo Cain_KC","Nick Hundley_SF","Carlos Santana_Cle","Todd Frazier_CWS","Randal Grichuk_StL","Jonathan Lucroy_Tex","Eric Hosmer_KC","Jason Kipnis_Cle","Mike Napoli_Tex","Carlos Gomez_Tex","Mac Williamson_SF","Miguel Sano_Min","Jose Abreu_CWS","Francisco Lindor_Cle","Jedd Gyorko_StL","Keon Broxton_Mil","Elvis Andrus_Tex","Alex Gordon_KC","Kelby Tomlinson_SF","Gerardo Parra_Col","Nicholas Castellanos_Det","Yadier Molina_StL","Eric Thames_Mil","Domingo Santana_Mil","Brandon Moss_KC","Jorge Soler_KC","Nomar Mazara_Tex","Victor Martinez_Det","Jose Ramirez_Cle","Whit Merrifield_KC","Joey Gallo_Tex","Peter O'Brien_KC","Max Kepler_Min","Melky Cabrera_CWS","Jhonny Peralta_StL","Travis Shaw_Mil","Hernan Perez_Mil","Salvador Perez_KC","Delino DeShields_Tex","Aaron Hill_SF","Gorkys Hernandez_SF","Joe Mauer_Min","Orlando Arcia_Mil","Matt Adams_StL","Cheslor Cuthbert_KC","Alcides Escobar_KC","Conor Gillaspie_SF","Stephen Cardullo_Col","Raimel Tapia_Col","Kennys Vargas_Min","Robbie Grossman_Min","Kolten Wong_StL","Nick Franklin_Mil","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Jurickson Profar_Tex","Dustin Garneau_Col","Eddie Rosario_Min","Byron Buxton_Min","Tim Anderson_CWS","Jesus Aguilar_Mil","Tom Murphy_Col","Jorge Polanco_Min","Tyler Saladino_CWS","Tyler Naquin_Cle","Harrison Bader_StL","Robinson Chirinos_Tex","Lonnie Chisenhall_Cle","Abraham Almonte_Cle","Avisail Garcia_CWS","Andrew Susac_Mil","Jose Martinez_StL","Kirk Nieuwenhuis_Mil","Brett Nicholas_Tex","Tim Federowicz_SF","Pat Valaika_Col","Alex Avila_Det","Brandon Guyer_Cle","Bradley Zimmer_Cle","Greg Garcia_StL","Ryan O'Hearn_KC","Ryan Rua_Tex","Tony Wolters_Col","James McCann_Det","JaCoby Jones_Det","Terrance Gore_KC","Dixon Machado_Det","Danny Santana_Min","Mikie Mahtook_Det","Tyler Collins_Det","Yan Gomes_Cle","Matt Davidson_CWS","Austin Jackson_Cle","Charlie Tilson_CWS","Manny Pina_Mil","Carson Kelly_StL","Christian Colon_KC","Hanser Alberto_Tex","Cristhian Adames_Col","Chris Marrero_SF","Jason Castro_Min","Jose Iglesias_Det","Giovanny Urshela_Cle","Eric Fryer_StL","Jett Bandy_Mil","Alexi Amarista_Col","Chris Gimenez_Min","Eduardo Escobar_Min","Yandy Diaz_Cle","Raul Mondesi_KC","Leury Garcia_CWS","Jacob May_CWS","Roberto Perez_Cle","Cody Asche_CWS","Andrew Romine_Det","Ehire Adrianza_Min","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Drew Butera_KC","Drew Robinson_Tex","Yolmer Sanchez_CWS","Michael Martinez_Cle","Kevan Smith_CWS","Zack Collins_CWS"
92.0714285714286,0,0,1.95604395604396,0,0,0,-5.01282051282051,0,16.1025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.9679487179487,0,7.86538461538461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34.4095238095238,20.1944444444444,0,0,7.69230769230769,20.9230769230769,0,0,0,4.13333333333333,0,10.2051282051282,0,0,18.6730769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.1944444444444,38.7777777777778,0,0,10.0138888888889,-8.09722222222222,0,0,0,-0.85,0,4.66666666666667,0,0,-5.45833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.95604395604396,0,0,35.956043956044,0,0,0,9.12820512820513,0,-11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.6923076923077,0,-16.3846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,78.1318681318681,0,0,0,0,0,0,0,0,0,0,0,0,-29.5320512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.4222222222222,0,0,0,0,0,0,28.0272727272727,14.3257575757576,0,0,0,0,0,0,0,0,0,0,0,-28.9679487179487,-13.3809523809524,0,0,0,0,0,-2.90909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.69230769230769,10.0138888888889,0,0,32.5274725274725,0.967948717948718,0,0,0,2.33333333333333,0,0.106060606060606,0,0,2.62121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.9230769230769,-8.09722222222222,0,0,0.967948717948718,57.6923076923077,0,0,0,7.875,0,24.4886363636364,0,0,20.3219696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.01282051282051,0,0,9.12820512820513,0,0,0,17.7307692307692,0,1.13636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.92424242424242,0,-10.1136363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,77.2111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236111111111111,0,0,0,0,0,0,20.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.56666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3571428571429,0,0,0,0,0,0,0,0,0,0,0,27.6555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.1025641025641,0,0,-11.25,0,0,0,1.13636363636364,0,33.2564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.90909090909091,0,1.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.04761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
