"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Sale","Joe Biagini","Salvador Perez","Carlos Santana","Whit Merrifield","Mike Moustakas","Francisco Lindor","Mookie Betts","Giancarlo Stanton","Lorenzo Cain"
"2","Chris Sale","Joe Biagini","Salvador Perez","Eric Hosmer","Jose Ramirez","Mike Moustakas","Trea Turner","Giancarlo Stanton","Michael Conforto","Lorenzo Cain"
"3","Chris Sale","Joe Biagini","Yan Gomes","Eric Hosmer","Whit Merrifield","Mike Moustakas","Trea Turner","Mookie Betts","Giancarlo Stanton","Jorge Soler"
"4","Chris Sale","Joe Biagini","Salvador Perez","Eric Hosmer","Jose Ramirez","Mike Moustakas","Francisco Lindor","Mookie Betts","Jorge Soler","Randal Grichuk"
"5","Chris Sale","Joe Biagini","Yan Gomes","Carlos Santana","Jose Ramirez","Mike Moustakas","Francisco Lindor","Giancarlo Stanton","Michael Conforto","Randal Grichuk"
"6","Chris Sale","Joe Biagini","Salvador Perez","Eric Hosmer","Whit Merrifield","Manny Machado","Francisco Lindor","Giancarlo Stanton","Michael Conforto","Jorge Soler"
"7","Chris Sale","Joe Biagini","Salvador Perez","Carlos Santana","Whit Merrifield","Mike Moustakas","Trea Turner","Michael Conforto","Jorge Soler","Randal Grichuk"
"8","Chris Sale","Tyler Glasnow","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Francisco Lindor","Giancarlo Stanton","Randal Grichuk","Marcell Ozuna"
"9","Chris Sale","Joe Biagini","Salvador Perez","Jay Bruce","Kolten Wong","Mike Moustakas","Trea Turner","Mookie Betts","Lorenzo Cain","Jorge Soler"
"10","Chris Sale","Joe Biagini","Salvador Perez","Carlos Santana","Dee Gordon","Mike Moustakas","Trea Turner","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"11","Chris Sale","Joe Biagini","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Aledmys Diaz","Mookie Betts","Michael Conforto","Marcell Ozuna"
"12","Chris Sale","Joe Biagini","Yadier Molina","Matt Carpenter","Jedd Gyorko","Mike Moustakas","Trea Turner","Mookie Betts","Giancarlo Stanton","Randal Grichuk"
