"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Aaron Nola","Rick Porcello","Russell Martin","Eric Thames","Jonathan Villar","Travis Shaw","Carlos Correa","Aaron Judge","Domingo Santana","Ryan Braun"
"2","Aaron Nola","Jhoulys Chacin","Gary Sanchez","Eric Thames","Jonathan Villar","Travis Shaw","Orlando Arcia","Bryce Harper","Ryan Braun","Randal Grichuk"
"3","Aaron Nola","Rick Porcello","Gary Sanchez","Eric Thames","Jonathan Villar","Chase Headley","Didi Gregorius","Aaron Judge","Jay Bruce","Jacoby Ellsbury"
"4","Aaron Nola","Rick Porcello","Stephen Vogt","Eric Thames","Jonathan Villar","Miguel Sano","Orlando Arcia","Aaron Judge","Bryce Harper","Keon Broxton"
"5","Aaron Nola","Rick Porcello","Gary Sanchez","Trey Mancini","Jonathan Schoop","Manny Machado","Freddy Galvis","Bryce Harper","Mark Trumbo","Adam Jones"
"6","Aaron Nola","Jhoulys Chacin","Gary Sanchez","TJ Rivera","Asdrubal Cabrera","Manny Machado","Carlos Correa","Curtis Granderson","Jay Bruce","Yoenis Cespedes"
"7","Aaron Nola","Jhoulys Chacin","Evan Gattis","Eric Thames","Jonathan Villar","Manny Machado","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
"8","Aaron Nola","Jhoulys Chacin","Austin Romine","Eric Thames","Brian Dozier","Ronald Torreyes","Carlos Correa","Aaron Judge","Brett Gardner","Clint Frazier"
"9","Aaron Nola","Jhoulys Chacin","Welington Castillo","Trey Mancini","Johnny Giavotella","Miguel Sano","Carlos Correa","Bryce Harper","Mark Trumbo","Adam Jones"
"10","Aaron Nola","Jhoulys Chacin","Russell Martin","Eric Thames","Jonathan Schoop","Manny Machado","Carlos Correa","Mark Trumbo","Adam Jones","Joey Rickard"
"11","Aaron Nola","Jhoulys Chacin","Yadier Molina","Matt Carpenter","Jonathan Villar","Jedd Gyorko","Carlos Correa","Bryce Harper","Tommy Pham","Stephen Piscotty"
"12","Aaron Nola","Jhoulys Chacin","Stephen Vogt","Jesus Aguilar","Brian Dozier","Travis Shaw","Xander Bogaerts","Bryce Harper","Domingo Santana","Ryan Braun"
"13","Aaron Nola","Jhoulys Chacin","Russell Martin","Eric Thames","Darwin Barney","Josh Donaldson","Carlos Correa","Aaron Judge","Jose Bautista","Kevin Pillar"
"14","Aaron Nola","Jhoulys Chacin","Gary Sanchez","Matt Carpenter","Johnny Giavotella","Chase Headley","Didi Gregorius","Aaron Judge","Brett Gardner","Randal Grichuk"
"15","Aaron Nola","Jhoulys Chacin","Gary Sanchez","Mitch Moreland","Brian Dozier","Chase Headley","Didi Gregorius","Bryce Harper","Jacoby Ellsbury","Clint Frazier"
"16","Aaron Nola","Jhoulys Chacin","Gary Sanchez","Kennys Vargas","Ehire Adrianza","Miguel Sano","Troy Tulowitzki","Bryce Harper","Eddie Rosario","Robbie Grossman"
"17","Aaron Nola","Rick Porcello","Gary Sanchez","Matt Carpenter","Brian Dozier","Alex Bregman","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
"18","Stephen Strasburg","Aaron Nola","Welington Castillo","Eric Thames","Johnny Giavotella","Manny Machado","Carlos Correa","Yoenis Cespedes","Joey Rickard","Craig Gentry"
"19","Aaron Nola","Rick Porcello","Gary Sanchez","Luke Voit","Brian Dozier","Ronald Torreyes","Didi Gregorius","Aaron Judge","Brett Gardner","Yoenis Cespedes"
"20","Aaron Nola","Rick Porcello","Gary Sanchez","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Freddy Galvis","Bryce Harper","Brian Goodwin","Clint Frazier"
