"Wil Myers_SD","Nolan Arenado_Col","Carlos Gonzalez_Col","Charlie Blackmon_Col","Mark Reynolds_Col","Bryce Harper_Was","Edwin Encarnacion_Cle","Michael Brantley_Cle","David Dahl_Col","Carlos Santana_Cle","Francisco Lindor_Cle","Austin Jackson_Cle","Yangervis Solarte_SD","DJ LeMahieu_Col","Miguel Cabrera_Det","Jose Abreu_CWS","Todd Frazier_CWS","Jason Kipnis_Cle","Cody Asche_CWS","Jacob May_CWS","Trevor Story_Col","Ryan Schimpf_SD","Ian Desmond_Col","Manuel Margot_SD","Trea Turner_Was","Alex Dickerson_SD","Hunter Renfroe_SD","Daniel Murphy_Was","Jose Ramirez_Cle","Melky Cabrera_CWS","Evan Longoria_TB","Hector Sanchez_SD","Cory Spangenberg_SD","JD Martinez_Det","Gary Sanchez_NYY","Ian Kinsler_Det","Erick Aybar_SD","Allen Cordoba_SD","Gerardo Parra_Col","Jabari Blash_SD","Brian Dozier_Min","Geovany Soto_CWS","Michael Martinez_Cle","Tim Anderson_CWS","Stephen Cardullo_Col","Travis Jankowski_SD","Adam Eaton_Was","Justin Upton_Det","Chris Carter_NYY","Pete Kozma_NYY","Mallex Smith_TB","Luis Torrens_SD","Dexter Fowler_StL","Brad Miller_TB","Matt Carpenter_StL","Anthony Rendon_Was","Tyler Saladino_CWS","Tyler Naquin_Cle","Matt Holliday_NYY","Steven Souza_TB","Avisail Garcia_CWS","Wilson Ramos_TB","Brett Gardner_NYY","Kevin Kiermaier_TB","Dustin Garneau_Col","Christian Bethancourt_SD","Austin Hedges_SD","Aledmys Diaz_StL","Stephen Piscotty_StL","Nicholas Castellanos_Det","Miguel Sano_Min","Lonnie Chisenhall_Cle","Abraham Almonte_Cle","Colby Rasmus_TB","Jacoby Ellsbury_NYY","Corey Dickerson_TB","Aaron Judge_NYY","Tom Murphy_Col","Jayson Werth_Was","Victor Martinez_Det","Brandon Guyer_Cle","Bradley Zimmer_Cle","Logan Morrison_TB","Matt Duffy_TB","Michael Taylor_Was","Matt Davidson_CWS","Charlie Tilson_CWS","Starlin Castro_NYY","Didi Gregorius_NYY","Luis Sardinas_SD","Ryan Zimmerman_Was","Randal Grichuk_StL","Joe Mauer_Min","Max Kepler_Min","Greg Bird_NYY","Pat Valaika_Col","Kennys Vargas_Min","Robbie Grossman_Min","Yan Gomes_Cle","Tony Wolters_Col","Matt Wieters_Was","Adam Lind_Was","Jedd Gyorko_StL","Eddie Rosario_Min","Byron Buxton_Min","Giovanny Urshela_Cle","Jake Bauers_TB","Tim Beckham_TB","Chase Headley_NYY","Yadier Molina_StL","Jorge Polanco_Min","Leury Garcia_CWS","Yandy Diaz_Cle","Cristhian Adames_Col","Alex Avila_Det","Aaron Hicks_NYY","Alexi Amarista_Col","Matt Adams_StL","Jhonny Peralta_StL","James McCann_Det","JaCoby Jones_Det","Roberto Perez_Cle","Omar Narvaez_CWS","Kolten Wong_StL","Stephen Drew_Was","Dixon Machado_Det","Mikie Mahtook_Det","Tyler Collins_Det","Yolmer Sanchez_CWS","Derek Norris_TB","Curt Casali_TB","Gleyber Torres_NYY","Peter Bourjos_TB","Wilmer Difo_Was","Harrison Bader_StL","Jose Iglesias_Det","Danny Santana_Min","Austin Romine_NYY","Daniel Robertson_TB","Jose Martinez_StL","Chris Heisey_Was","Jason Castro_Min","Ronald Torreyes_NYY","Greg Garcia_StL","Chris Gimenez_Min","Eduardo Escobar_Min","Jesus Sucre_TB","Jose Lobaton_Was","Eric Fryer_StL","Zack Collins_CWS","Rickie Weeks_TB","Carson Kelly_StL","Ehire Adrianza_Min","Andrew Romine_Det","Kyle Higashioka_NYY"
133.47619047619,0,0,0,0,0,0,0,0,0,0,0,12.5238095238095,0,0,0,0,0,0,0,0,-25.3333333333333,0,-9.88095238095238,0,0,40.4285714285714,0,0,0,0,0,0,0,0,0,-29.9,0,0,0,0,0,0,0,0,-13.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43.9047619047619,18.3333333333333,-5.02380952380952,27.6428571428571,0,0,0,0,0,0,0,0,-26.4,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.13333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.3333333333333,29.0666666666667,15.2,-26.6,0,0,0,0,0,0,0,0,-11.5,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5.02380952380952,15.2,49.6190476190476,-47.7142857142857,0,0,0,0,0,0,0,0,-25.2,0,0,0,0,0,0,-6.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.6428571428571,-26.6,-47.7142857142857,92.6190476190476,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,83.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5333333333333,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,49.95,0,0,0,0,0,0,0,0,0,32.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9.8,0,0,-14.35,-16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-14.35,0,0,59.2,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
