"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Paul Goldschmidt",4900,"Ari@SD 10:10PM ET",9.385,"Ari","SD",0,8.2,9.89,9.2,"3","3",10
"1B","Wil Myers",4600,"Ari@SD 10:10PM ET",10.769,"SD","Ari",0,8.5,8.47,7.9,"3","2",5
"3B","Nolan Arenado",4400,"Col@LAD 10:10PM ET",9.5,"Col","LAD",0,7.4,7.77,9.2,"3","3",35
"SS","Corey Seager",4400,"Col@LAD 10:10PM ET",9.286,"LAD","Col",0,6.8,8.61,7.7,"2","2",7
"OF","Nelson Cruz",4300,"Mia@Sea 10:10PM ET",6,"Sea","Mia",0,7.7,9.28,9,"4","4",2
"OF","Charlie Blackmon",4300,"Col@LAD 10:10PM ET",7.714,"Col","LAD",0,7,7.52,8.2,"1","1",7
"2B","Robinson Cano",4200,"Mia@Sea 10:10PM ET",6.154,"Sea","Mia",0,6.4,8.75,7.3,"3","3",2
"SS","Jean Segura",4200,"Mia@Sea 10:10PM ET",9.25,"Sea","Mia",NA,0,NA,0,"x","x",NA
"OF","Giancarlo Stanton",4200,"Mia@Sea 10:10PM ET",8,"Mia","Sea",0,8.2,9.15,7.9,"4","4",0
"2B","Rougned Odor",4100,"Tex@Oak 10:05PM ET",7.667,"Tex","Oak",0,7.4,7.46,7.9,"5","5",3
"SS","Trevor Story",4100,"Col@LAD 10:10PM ET",4.786,"Col","LAD",0,6.7,7.1,8.7,"6","6",14
"OF","Shin-Soo Choo",4000,"Tex@Oak 10:05PM ET",7.3,"Tex","Oak",0,6.5,6.15,7.1,"7","7",0
"OF","Carlos Gonzalez",4000,"Col@LAD 10:10PM ET",4.538,"Col","LAD",0,6.2,6.95,6.9,"4","4",0
"OF","AJ Pollock",4000,"Ari@SD 10:10PM ET",6.75,"Ari","SD",NA,7.9,9.26,9.2,"1","1",15
"3B","Adrian Beltre",3900,"Tex@Oak 10:05PM ET",0,"Tex","Oak",NA,0,NA,0,"x","x",NA
"3B","Kyle Seager",3900,"Mia@Sea 10:10PM ET",5.923,"Sea","Mia",0,6.2,7.83,7.4,"5","5",0
"OF","Christian Yelich",3900,"Mia@Sea 10:10PM ET",9.167,"Mia","Sea",0,8.4,8.54,8.3,"3","3",10
"OF","Ian Desmond",3900,"Col@LAD 10:10PM ET",0,"Col","LAD",NA,0,NA,0,"x","x",NA
"3B","Jake Lamb",3900,"Ari@SD 10:10PM ET",10.667,"Ari","SD",0,7,7.72,7.8,"4","4",9
"C","Jonathan Lucroy",3800,"Tex@Oak 10:05PM ET",5.889,"Tex","Oak",0,6.4,6.47,6.3,"6","6",0
"2B","Dee Gordon",3800,"Mia@Sea 10:10PM ET",8.25,"Mia","Sea",0,7.9,9.69,7.7,"1","1",7
"1B","Adrian Gonzalez",3800,"Col@LAD 10:10PM ET",4.714,"LAD","Col",0,5.7,7.33,6.5,"5","6",6
"OF","Yasiel Puig",3800,"Col@LAD 10:10PM ET",10.571,"LAD","Col",0,7.9,7.98,6.9,"4","4",3
"OF","Yasmany Tomas",3800,"Ari@SD 10:10PM ET",7.273,"Ari","SD",NA,6.2,7.27,6.6,"5","5",23
"1B","Mike Napoli",3700,"Tex@Oak 10:05PM ET",5.583,"Tex","Oak",0,6.2,7.26,6.5,"4","4",0
"OF","Carlos Gomez",3700,"Tex@Oak 10:05PM ET",6.833,"Tex","Oak",0,7.5,7.86,7.2,"1","1",0
"2B/3B","Logan Forsythe",3700,"Col@LAD 10:10PM ET",5.769,"LAD","Col",0,8,8.25,8.1,"1","1",2
"OF","Joc Pederson",3700,"Col@LAD 10:10PM ET",6.077,"LAD","Col",NA,0,1.87,2.3,"x","8",7
"OF","David Dahl",3700,"Col@LAD 10:10PM ET",0,"Col","LAD",NA,0,NA,0,"x","x",NA
"SS","Elvis Andrus",3600,"Tex@Oak 10:05PM ET",9.583,"Tex","Oak",0,6.9,7.5,6.6,"2","2",20
"OF","Khris Davis",3600,"Tex@Oak 10:05PM ET",11.5,"Oak","Tex",0,7.1,7.07,7.7,"4","4",2
"2B","DJ LeMahieu",3600,"Col@LAD 10:10PM ET",6.5,"Col","LAD",0,6.4,6.74,7.3,"2","2",2
"3B","Justin Turner",3600,"Col@LAD 10:10PM ET",9.308,"LAD","Col",0,6.8,8.43,7.3,"3","3",7
"3B","Ryan Schimpf",3600,"Ari@SD 10:10PM ET",7,"SD","Ari",0,7.2,7.01,5.6,"5","4",2
"OF","David Peralta",3600,"Ari@SD 10:10PM ET",6.364,"Ari","SD",0,7.3,8.1,6.5,"2","2",10
"OF","Nomar Mazara",3500,"Tex@Oak 10:05PM ET",11.417,"Tex","Oak",0,7.3,7.23,7.1,"3","3",2
"OF","Mitch Haniger",3500,"Mia@Sea 10:10PM ET",11.923,"Sea","Mia",0,6.6,7.88,6.4,"2","2",7
"1B","Mark Reynolds",3500,"Col@LAD 10:10PM ET",8.929,"Col","LAD",0,5.9,5.61,5.2,"5","5",5
"2B","Yangervis Solarte",3500,"Ari@SD 10:10PM ET",7.077,"SD","Ari",0,7,7.15,6.5,"4","3",0
"3B","Joey Gallo",3400,"Tex@Oak 10:05PM ET",8.25,"Tex","Oak",0,6.1,6.01,5.7,"8","8",0
"OF","Rajai Davis",3400,"Tex@Oak 10:05PM ET",6.636,"Oak","Tex",0,7,8.16,6.7,"1","x",NA
"C","Yasmani Grandal",3400,"Col@LAD 10:10PM ET",5.75,"LAD","Col",0,6.8,7.29,5.6,"6","x",NA
"2B","Chase Utley",3400,"Col@LAD 10:10PM ET",1.8,"LAD","Col",NA,0,1.47,1.5,"x","x",NA
"OF","Franklin Gutierrez",3400,"Col@LAD 10:10PM ET",3.143,"LAD","Col",NA,0,NA,0,"x","x",NA
"2B","Brandon Drury",3400,"Ari@SD 10:10PM ET",6,"Ari","SD",0,5.8,6.43,6.5,"6","6",4
"OF/SS","Chris Owings",3400,"Ari@SD 10:10PM ET",8.75,"Ari","SD",NA,5.8,6.2,6.3,"7","7",0
"OF","Manuel Margot",3400,"Ari@SD 10:10PM ET",8.462,"SD","Ari",0,7.6,7.58,7.3,"1","1",0
"OF","Delino DeShields",3300,"Tex@Oak 10:05PM ET",1.667,"Tex","Oak",NA,0,1.62,1.7,"x","x",NA
"1B","Danny Valencia",3300,"Mia@Sea 10:10PM ET",3.917,"Sea","Mia",0,6,7.06,7.6,"7","7",0
"OF","Marcell Ozuna",3300,"Mia@Sea 10:10PM ET",12.833,"Mia","Sea",0,6.7,6.86,6.3,"6","6",0
"OF","Alex Dickerson",3300,"Ari@SD 10:10PM ET",0,"SD","Ari",NA,0,NA,0,"x","x",NA
"OF","Hunter Renfroe",3300,"Ari@SD 10:10PM ET",6.692,"SD","Ari",0,6.7,6.48,6.6,"6","5",6
"3B","Trevor Plouffe",3200,"Tex@Oak 10:05PM ET",5.167,"Oak","Tex",0,5.5,5.58,5.2,"7","7",4
